2.817876527622739657e-01	-8.715224406427236614e-01	-1.346399652326956797e+00
3.399817897637081643e+00	-3.736612605249774344e+00	-1.667410819237570063e+00
-7.282742052609734174e-01	3.425522316246338406e+00	-9.060328544978522025e-01
-3.302302296348874844e+00	-1.000991909619378673e+00	-1.391646152801210290e+00
-3.795563331588182265e+00	-1.650336751905151278e+00	-1.562254714609003559e+00
-3.777213941979093992e+00	-1.649293348959277816e+00	-1.546505385785401865e+00
-3.729788441093590645e+00	-1.573007384288233723e+00	-1.400992629792167543e+00
-3.750890174149982936e+00	-1.555478206276573516e+00	-1.555872175482997610e+00
-3.768200184746881121e+00	-1.657008728707628276e+00	-1.532426030250653382e+00
-2.879302701244284002e+00	-1.996189088390832200e+00	-1.348815669536325146e+00
-1.680610185092647368e+00	-9.752180517149451333e-01	2.079392729407192331e+00
-3.794171605634124145e+00	-1.649511489749033277e+00	-1.560893047158564029e+00
-3.714240657007360280e+00	-1.543613066781168275e+00	-1.512965629001887580e+00
-3.795734636547002161e+00	-1.650721242887160045e+00	-1.562113435659442606e+00
-3.725763141250975963e+00	-1.495708248563404119e+00	-1.567622815377847312e+00
-3.688364675308580143e+00	-1.483936864620284179e+00	-1.472636726841355825e+00
-3.793566293489032848e+00	-1.647720272981067158e+00	-1.553832348383370698e+00
-3.795645848402088962e+00	-1.650310569597016830e+00	-1.561893546553438261e+00
-3.774190348462110212e+00	-1.640898694085513476e+00	-1.555574461627219796e+00
-3.743828639893080901e+00	-1.542720656054020534e+00	-1.563084851183058177e+00
-3.793037863602412685e+00	-1.648107566765740550e+00	-1.561908027625107609e+00
-3.783520027472783376e+00	-1.643126741178792871e+00	-1.557850972128875799e+00
-3.795947486915150382e+00	-1.650763788868302662e+00	-1.562668688675822315e+00
1.702107825613922376e+00	-2.728649129335482537e-01	-1.295874639180346843e+00
-3.782720241860553223e+00	-1.635653421825545184e+00	-1.556207497465521117e+00
-3.683985375160090392e+00	-1.587060812577885782e+00	-6.316145141256700457e-01
-2.952625925348488778e+00	-2.041011741999529505e+00	-1.636435734928896268e+00
-3.791110633341722824e+00	-1.645992931949981752e+00	-1.555615020187482989e+00
-3.539075286877175319e+00	-9.479316921711572475e-01	-1.589497262748797768e+00
-3.686396052084657260e+00	-1.600746894997218561e+00	-1.518263172685461182e+00
-3.783850091740184496e+00	-1.631790463737732289e+00	-1.555064345528000658e+00
-3.775973964830704688e+00	-1.626732043311118758e+00	-1.560139863738324140e+00
-3.762131994290583759e+00	-1.634690774291710724e+00	-1.566568108088681965e+00
-3.792816368110074610e+00	-1.647982788945914656e+00	-1.560618090617179599e+00
-3.395211299156353224e+00	-1.151140324834626583e+00	-1.606794646158391515e+00
-2.533029159908458894e+00	2.634554383038089642e-01	1.834474464111121694e+00
-3.790917226734343615e+00	-1.651377175821011623e+00	-1.562849074800448657e+00
-2.271324729467024017e+00	-2.333524587433263520e+00	-1.559394790432280908e+00
-3.728846316222742541e+00	-1.602405677062908929e+00	-1.439484842014069566e+00
-3.795976281890776516e+00	-1.650757428319320486e+00	-1.562711903452000284e+00
-2.404582683587251246e+00	5.727503238304283428e-01	-1.902343572208714528e+00
-3.795074854224588901e+00	-1.650491258018954355e+00	-1.562114167074809989e+00
-3.706900056113338948e+00	-1.594819106808455622e+00	-6.214619246705954669e-01
-3.795976281890776516e+00	-1.650757428319320486e+00	-1.562711903452000284e+00
3.209834686753476518e+01	4.637857149311835236e+00	1.563181881695348530e+01
-2.261360032662834030e+00	-1.536486293518429358e+00	-9.364970640875281971e-01
1.885875398120242741e+00	9.110064143681059212e-01	1.442134863719308324e+00
-1.005417385253883467e+00	-1.937450192937954618e+00	-7.673603464357156012e-01
-3.308541135116479737e+00	-1.610542883493443433e+00	8.275077040430709463e-01
-3.705367262860832067e+00	-1.479866043654555430e+00	-1.571296392730316738e+00
-2.249391991635194987e+00	-1.720971344655612301e+00	-1.733627332190297521e+00
-3.424284066569413643e+00	-8.659166427392689380e-01	-1.623477191266266662e+00
-3.723083353681034158e+00	-1.541251753428162452e+00	-1.267086190458899475e+00
4.114350973337315143e-01	2.383312239837064084e+00	-1.100580470046022885e+00
-3.795976281890776516e+00	-1.650757428319320486e+00	-1.562711903452000284e+00
-3.785044433701603594e+00	-1.633668987509492077e+00	-1.553877822727287361e+00
-3.793375792609099406e+00	-1.647714756488047882e+00	-1.561001616055303076e+00
-3.781994661045958050e+00	-1.645534649833069629e+00	-1.544247249843047731e+00
-3.790781919809096845e+00	-1.645142969667992450e+00	-1.558469606656706086e+00
-3.481613531282792717e+00	-1.603650563557560638e+00	-1.504971976301352710e+00
-3.773977984745124026e+00	-1.636954566718642923e+00	-1.516702660158703031e+00
-3.741552924552035364e+00	-1.614655447650795050e+00	-1.510187076054860800e+00
-3.506055188649412013e+00	-1.133538054171131515e+00	-1.648937632892810923e+00
-3.790365320721502229e+00	-1.649305827188986662e+00	-1.559304926864260699e+00
3.780239970326002208e+01	-4.611674654551953800e+00	7.362931374939139850e+00
1.780259404646151467e+01	1.267367158606994160e+01	1.699892651295374035e+00
4.877495603486806108e-01	5.032033418902189803e-01	-1.377207655490307214e+00
-3.774824181327403938e+00	-1.655469775865340498e+00	-1.532490040085318528e+00
-3.764588186885102772e+00	-1.626202971338418291e+00	-1.295686421721700343e+00
-3.795976281890776516e+00	-1.650757428319320486e+00	-1.562711903452000284e+00
-3.792799764393061324e+00	-1.649573381273915729e+00	-1.560589352693004139e+00
-3.795976281890776516e+00	-1.650757428319320486e+00	-1.562711903452000284e+00
-3.795058193544958769e+00	-1.650286185428105012e+00	-1.558815888322648169e+00
